depth10cm,Year,Yearly Avg Soil Temp (10CM),Yearly Avg Soil Temp (F) 10CM,Month/Year,Monthly Avg Soil Temp (10CM)
21.3,,,,7/2002,
21.1,,,,7/2002,
18.2,,,,7/2002,
18.4,,,,8/2002,
20.7,,,,8/2002,
19.2,,,,8/2002,
17.7,,,,8/2002,
18.1,,,,8/2002,
18.2,,,,9/2002,
17.3,,,,9/2002,
16.7,,,,9/2002,
12.2,,,,9/2002,
11.6,,,,10/2002,
8.9,,,,10/2002,
4.8,,,,10/2002,
3.2,,,,10/2002,
3.9,,,,10/2002,
1.7,,,,11/2002,
2.1,,,,11/2002,
2.3,,,,11/2002,
1.2,,,,11/2002,
0.1,,,,12/2002,
0,,,,12/2002,
0.2,,,,12/2002,
0.8,,,,12/2002,
0.4,,,,12/2002,
-0.2,,,,1/2003,
-0.9,,,,1/2003,
-1.4,,,,1/2003,
-1.7,,,,1/2003,
-1.8,,,,2/2003,
-3,,,,2/2003,
-1.6,,,,2/2003,
-3,,,,2/2003,
-2.4,,,,3/2003,
-1.5,,,,3/2003,
-0.1,,,,3/2003,
0,,,,3/2003,
0,,,,4/2003,
-0.1,,,,4/2003,
1.1,,,,4/2003,
5.4,,,,4/2003,
5.5,,,,4/2003,
8.2,,,,5/2003,
9.9,,,,5/2003,
10.5,,,,5/2003,
13.2,,,,5/2003,
14.6,,,,6/2003,
13.7,,,,6/2003,
17.1,,,,6/2003,
16.4,,,,6/2003,
19.2,,,,7/2003,
16.4,,,,7/2003,
18.3,,,,7/2003,
18.5,,,,7/2003,
19.6,,,,7/2003,
18.5,,,,8/2003,
21.6,,,,8/2003,
17.8,,,,8/2003,
17.1,,,,9/2003,
17.6,,,,9/2003,
15.9,,,,9/2003,
12.3,,,,9/2003,
7.2,,,,10/2003,
11.1,,,,10/2003,
8.4,,,,10/2003,
7.3,,,,10/2003,
4.8,,,,10/2003,
3.7,,,,11/2003,
3.8,,,,11/2003,
2.3,,,,11/2003,
1.7,,,,11/2003,
1.9,,,,12/2003,
1.2,,,,12/2003,
1,,,,12/2003,
1,,,,12/2003,
1,,,,12/2003,
0,,,,1/2004,
-0.3,,,,1/2004,
-0.4,,,,1/2004,
-0.9,,,,1/2004,
0.1,,,,2/2004,
0.3,,,,2/2004,
0.2,,,,2/2004,
0.4,,,,2/2004,
0.7,,,,3/2004,
0.6,,,,3/2004,
0.9,,,,3/2004,
1.8,,,,4/2004,
2.3,,,,4/2004,
5.4,,,,4/2004,
5.2,,,,4/2004,
6.6,,,,5/2004,
8,,,,5/2004,
9.9,,,,5/2004,
8.8,,,,5/2004,
12.1,,,,6/2004,
14.9,,,,6/2004,
15.6,,,,6/2004,
14.7,,,,6/2004,
15.4,,,,7/2004,
16,,,,7/2004,
18.2,,,,7/2004,
19.2,,,,7/2004,
17.9,,,,7/2004,
17.5,,,,8/2004,
15.1,,,,8/2004,
16.8,,,,8/2004,
15,,,,8/2004,
16.4,,,,9/2004,
15.4,,,,9/2004,
15.5,,,,9/2004,
15.5,,,,9/2004,
10.8,,,,9/2004,
9.2,,,,10/2004,
10.6,,,,10/2004,
7.4,,,,10/2004,
7.9,,,,10/2004,
5.3,,,,11/2004,
4.3,,,,11/2004,
1.1,,,,11/2004,
1,,,,11/2004,
0.2,,,,12/2004,
0.3,,,,12/2004,
0.8,,,,12/2004,
0,,,,12/2004,
0.3,,,,12/2004,
-0.2,,,,1/2005,
0.2,,,,1/2005,
0,,,,1/2005,
0.2,,,,1/2005,
0.4,,,,2/2005,
0.5,,,,2/2005,
0.2,,,,2/2005,
0.5,,,,2/2005,
0.6,,,,3/2005,
0.3,,,,3/2005,
0.2,,,,3/2005,
0.7,,,,3/2005,
6.6,,,,4/2005,
9.6,,,,4/2005,
6,,,,4/2005,
8.1,,,,5/2005,
9.2,,,,5/2005,
10.6,,,,5/2005,
13.1,,,,5/2005,
14.8,,,,6/2005,
15.3,,,,6/2005,
17.2,,,,6/2005,
20.2,,,,6/2005,
17.9,,,,6/2005,
19,,,,7/2005,
22.4,,,,7/2005,
21.6,,,,7/2005,
19.7,,,,7/2005,
22.1,,,,8/2005,
20.2,,,,8/2005,
16.9,,,,8/2005,
17.9,,,,8/2005,
15.1,,,,9/2005,
15.8,,,,9/2005,
13.8,,,,9/2005,
16.9,,,,9/2005,
13.4,,,,9/2005,
14.2,,,,10/2005,
8.5,,,,10/2005,
7.8,,,,10/2005,
4.9,,,,10/2005,
6,,,,11/2005,
5.1,,,,11/2005,
2.8,,,,11/2005,
1.5,,,,11/2005,
0.4,,,,12/2005,
1,,,,12/2005,
0.4,,,,12/2005,
0.8,,,,12/2005,
1,,,,12/2005,
0.8,,,,1/2006,
1.4,,,,1/2006,
0.7,,,,1/2006,
0.7,,,,1/2006,
0.8,,,,2/2006,
0.5,,,,2/2006,
0.2,,,,2/2006,
0.8,,,,2/2006,
0.3,,,,3/2006,
0.5,,,,3/2006,
0.6,,,,3/2006,
0.6,,,,3/2006,
0.8,,,,3/2006,
0.7,,,,4/2006,
6.1,,,,4/2006,
9,,,,4/2006,
11.3,,,,4/2006,
11,,,,5/2006,
12.6,,,,5/2006,
13.2,,,,5/2006,
14.8,,,,5/2006,
18,,,,6/2006,
18.9,,,,6/2006,
17.3,,,,6/2006,
20.4,,,,6/2006,
16.5,,,,6/2006,
18.5,,,,7/2006,
20.9,,,,7/2006,
20.4,,,,7/2006,
20.5,,,,7/2006,
22.5,,,,8/2006,
17.8,,,,8/2006,
17.5,,,,8/2006,
18.2,,,,8/2006,
17.6,,,,8/2006,
17,,,,9/2006,
15.7,,,,9/2006,
11,,,,9/2006,
11.7,,,,9/2006,
9,,,,10/2006,
6.2,,,,10/2006,
5.3,,,,10/2006,
3.2,,,,10/2006,
1.1,,,,11/2006,
5.3,,,,11/2006,
2,,,,11/2006,
0.6,,,,11/2006,
-0.6,,,,11/2006,
-1.9,,,,12/2006,
-0.9,,,,12/2006,
-1.5,,,,12/2006,
-2.5,,,,12/2006,
-1.9,,,,1/2007,
-3.8,,,,1/2007,
-7.3,,,,1/2007,
-4.8,,,,1/2007,
-5.4,,,,1/2007,
-8.4,,,,2/2007,
-8.1,,,,2/2007,
-5.4,,,,2/2007,
-3.2,,,,2/2007,
-2.4,,,,3/2007,
-1.2,,,,3/2007,
-1.4,,,,3/2007,
-0.7,,,,3/2007,
-0.7,,,,4/2007,
-0.5,,,,4/2007,
3.4,,,,4/2007,
5.7,,,,4/2007,
8.2,,,,5/2007,
11.1,,,,5/2007,
13.4,,,,5/2007,
15.1,,,,5/2007,
16.1,,,,5/2007,
16,,,,6/2007,
20.5,,,,6/2007,
18.8,,,,6/2007,
18.7,,,,6/2007,
19.8,,,,7/2007,
20,,,,7/2007,
18.9,,,,7/2007,
16.2,,,,7/2007,
18.9,,,,7/2007,
17.7,,,,7/2007,
18.4,,,,7/2007,
21.9,,,,7/2007,
21.1,,,,8/2007,
19.3,,,,8/2007,
17.3,,,,8/2007,
17.3,,,,8/2007,
15.1,,,,8/2007,
18.3,,,,9/2007,
13,,,,9/2007,
11.2,,,,9/2007,
12.8,,,,9/2007,
11.8,,,,10/2007,
9.8,,,,10/2007,
9.8,,,,10/2007,
6,,,,10/2007,
6.1,,,,10/2007,
2.6,,,,11/2007,
2.6,,,,11/2007,
0.8,,,,11/2007,
-0.2,,,,11/2007,
-0.3,,,,12/2007,
-0.5,,,,12/2007,
-0.8,,,,12/2007,
-0.7,,,,12/2007,
-0.3,,,,1/2008,
-0.5,,,,1/2008,
-0.5,,,,1/2008,
-1.1,,,,1/2008,
-1,,,,1/2008,
-0.5,,,,2/2008,
-1.3,,,,2/2008,
-0.5,,,,2/2008,
-0.7,,,,2/2008,
-0.3,,,,3/2008,
-0.1,,,,3/2008,
-0.1,,,,3/2008,
-0.5,,,,3/2008,
-0.7,,,,4/2008,
-0.5,,,,4/2008,
0,,,,4/2008,
-0.3,,,,4/2008,
3.6,,,,4/2008,
5,,,,4/2008,
8.7,,,,5/2008,
7.6,,,,5/2008,
11.4,,,,5/2008,
12.1,,,,5/2008,
11.2,,,,6/2008,
12.1,,,,6/2008,
15,,,,6/2008,
19.2,,,,6/2008,
19.4,,,,7/2008,
20.4,,,,7/2008,
17.3,,,,7/2008,
18.3,,,,7/2008,
18.9,,,,8/2008,
16.9,,,,8/2008,
16.2,,,,8/2008,
15.1,,,,8/2008,
14.3,,,,9/2008,
12.9,,,,9/2008,
11.7,,,,9/2008,
13.1,,,,9/2008,
10.6,,,,9/2008,
8.6,,,,10/2008,
8.1,,,,10/2008,
5.1,,,,10/2008,
4.5,,,,10/2008,
3.9,,,,11/2008,
2.1,,,,11/2008,
1.4,,,,11/2008,
0,,,,11/2008,
-0.8,,,,12/2008,
-0.8,,,,12/2008,
-0.7,,,,12/2008,
-0.7,,,,12/2008,
-0.7,,,,12/2008,
-0.8,,,,1/2009,
-1.2,,,,1/2009,
-0.6,,,,1/2009,
-0.2,,,,1/2009,
-0.3,,,,2/2009,
-0.7,,,,2/2009,
-0.4,,,,2/2009,
-0.4,,,,2/2009,
-0.6,,,,3/2009,
0,,,,3/2009,
-0.2,,,,3/2009,
-0.6,,,,3/2009,
-0.3,,,,4/2009,
-0.3,,,,4/2009,
5,,,,4/2009,
6,,,,4/2009,
10.6,,,,5/2009,
14,,,,5/2009,
11.6,,,,5/2009,
10.9,,,,5/2009,
12.6,,,,6/2009,
12.8,,,,6/2009,
16.5,,,,6/2009,
19.6,,,,6/2009,
15.7,,,,7/2009,
17.3,,,,7/2009,
16.8,,,,8/2009,
21.5,,,,8/2009,
17.9,,,,8/2009,
19.7,,,,8/2009,
16.5,,,,9/2009,
17.8,,,,9/2009,
18.1,,,,9/2009,
15.7,,,,9/2009,
10.3,,,,9/2009,
9.6,,,,10/2009,
4.2,,,,10/2009,
4.3,,,,10/2009,
6.6,,,,10/2009,
3.9,,,,11/2009,
1.7,,,,11/2009,
1,,,,11/2009,
1.8,,,,11/2009,
0.2,,,,12/2009,
-1.1,,,,12/2009,
-1.4,,,,12/2009,
-0.5,,,,12/2009,
-0.9,,,,12/2009,
-1.6,,,,1/2010,
-0.6,,,,1/2010,
-0.9,,,,1/2010,
-1.7,,,,1/2010,
-1.3,,,,2/2010,
-0.8,,,,2/2010,
-0.9,,,,2/2010,
-1.4,,,,2/2010,
-0.8,,,,3/2010,
-0.5,,,,3/2010,
0,,,,3/2010,
-0.2,,,,3/2010,
3.9,,,,3/2010,
5,,,,4/2010,
6.8,,,,4/2010,
10.7,,,,4/2010,
9.8,,,,4/2010,
8.2,,,,5/2010,
10.4,,,,5/2010,
15.7,,,,5/2010,
18.4,,,,5/2010,
16.3,,,,6/2010,
14.9,,,,6/2010,
17.2,,,,6/2010,
19.8,,,,6/2010,
18.3,,,,6/2010,
20.9,,,,7/2010,
21.7,,,,7/2010,
21.3,,,,7/2010,
20.7,,,,7/2010,
21.4,,,,7/2010,
22.7,,,,8/2010,
21.8,,,,8/2010,
19,,,,8/2010,
18.5,,,,8/2010,
20.4,,,,9/2010,
15.6,,,,9/2010,
13.7,,,,9/2010,
12.4,,,,9/2010,
11.4,,,,9/2010,
11.5,,,,10/2010,
9.8,,,,10/2010,
6.6,,,,10/2010,
7.9,,,,10/2010,
4.5,,,,11/2010,
5,,,,11/2010,
2.5,,,,11/2010,
1.9,,,,11/2010,
1.3,,,,12/2010,
0.7,,,,12/2010,
-0.4,,,,12/2010,
-1.1,,,,12/2010,
0.8,,,,12/2010,
-0.1,,,,1/2011,
0,,,,1/2011,
-0.5,,,,1/2011,
0,,,,1/2011,
-0.3,,,,3/2011,
0.2,,,,3/2011,
0.3,,,,3/2011,
0,,,,3/2011,
0.4,,,,3/2011,
0.1,,,,4/2011,
6.2,,,,4/2011,
2.9,,,,4/2011,
4,,,,4/2011,
8,,,,5/2011,
10.8,,,,5/2011,
14.1,,,,5/2011,
12.9,,,,5/2011,
14.4,,,,6/2011,
16,,,,6/2011,
15.6,,,,6/2011,
14.1,,,,6/2011,
14.9,,,,6/2011,
17.6,,,,7/2011,
17.7,,,,7/2011,
19.5,,,,7/2011,
22.8,,,,8/2011,
16.3,,,,8/2011,
20.8,,,,8/2011,
18.4,,,,8/2011,
18.8,,,,8/2011,
16.6,,,,9/2011,
14.3,,,,9/2011,
13.1,,,,9/2011,
10,,,,9/2011,
11.1,,,,10/2011,
12.3,,,,10/2011,
8.4,,,,10/2011,
5.6,,,,10/2011,
4.6,,,,11/2011,
2.3,,,,11/2011,
2.4,,,,11/2011,
2.1,,,,11/2011,
0.4,,,,11/2011,
-0.4,,,,12/2011,
-0.5,,,,12/2011,
-1,,,,12/2011,
-0.9,,,,12/2011,
-0.6,,,,1/2012,
-1.1,,,,1/2012,
-1.9,,,,1/2012,
-1,,,,1/2012,
-0.9,,,,2/2012,
-0.7,,,,2/2012,
-0.8,,,,2/2012,
-0.7,,,,2/2012,
-0.8,,,,2/2012,
-0.9,,,,3/2012,
0,,,,3/2012,
0.6,,,,3/2012,
3.3,,,,3/2012,
4.7,,,,4/2012,
3.1,,,,4/2012,
2.1,,,,4/2012,
6,,,,4/2012,
10.3,,,,5/2012,
10.1,,,,5/2012,
12.5,,,,5/2012,
13.7,,,,5/2012,
12.3,,,,5/2012,
16.3,,,,6/2012,
17.6,,,,6/2012,
17.5,,,,6/2012,
20.2,,,,6/2012,
22.9,,,,7/2012,
21.1,,,,7/2012,
21.9,,,,7/2012,
20.5,,,,7/2012,
20.7,,,,7/2012,
20.7,,,,8/2012,
18.5,,,,8/2012,
17.3,,,,8/2012,
18.9,,,,8/2012,
18.1,,,,9/2012,
16.1,,,,9/2012,
11.8,,,,9/2012,
9,,,,9/2012,
9.8,,,,10/2012,
6.6,,,,10/2012,
7.9,,,,10/2012,
9.2,,,,10/2012,
2.7,,,,10/2012,
3.9,,,,11/2012,
2.4,,,,11/2012,
1.6,,,,11/2012,
0.4,,,,11/2012,
0.4,,,,12/2012,
-1.4,,,,12/2012,
-1,,,,12/2012,
-2.2,,,,12/2012,
-0.2,,,,1/2013,
-0.7,,,,1/2013,
-1.3,,,,1/2013,
-2.3,,,,1/2013,
-2,,,,1/2013,
-1.3,,,,2/2013,
-0.4,,,,2/2013,
-2.1,,,,2/2013,
-0.5,,,,2/2013,
-1,,,,3/2013,
-0.6,,,,3/2013,
-1.2,,,,3/2013,
0,,,,3/2013,
-0.1,,,,4/2013,
-0.2,,,,4/2013,
-0.4,,,,4/2013,
-0.2,,,,4/2013,
-0.3,,,,5/2013,
6,,,,5/2013,
9.1,,,,5/2013,
10.2,,,,5/2013,
14.8,,,,5/2013,
11.3,,,,6/2013,
15.3,,,,6/2013,
16.4,,,,6/2013,
19.9,,,,6/2013,
17.3,,,,7/2013,
19.6,,,,7/2013,
21.9,,,,7/2013,
18.3,,,,7/2013,
18.4,,,,7/2013,
15.9,,,,8/2013,
15.2,,,,8/2013,
20.6,,,,8/2013,
21.2,,,,8/2013,
17.2,,,,9/2013,
16.9,,,,9/2013,
14.3,,,,9/2013,
12.8,,,,9/2013,
11.3,,,,10/2013,
10.8,,,,10/2013,
8.1,,,,10/2013,
5,,,,10/2013,
3.6,,,,10/2013,
2.3,,,,11/2013,
2.5,,,,11/2013,
2.9,,,,11/2013,
-0.8,,,,11/2013,
-0.8,,,,12/2013,
-1.6,,,,12/2013,
-0.5,,,,12/2013,
-1.6,,,,12/2013,
-2.5,,,,12/2013,
-1.7,,,,1/2014,
-1.5,,,,1/2014,
-1.7,,,,1/2014,
-1.1,,,,1/2014,
-1.8,,,,2/2014,
-1.4,,,,2/2014,
-0.4,,,,2/2014,
-1.2,,,,2/2014,
-1,,,,3/2014,
-0.5,,,,3/2014,
-0.6,,,,3/2014,
-0.5,,,,3/2014,
-0.3,,,,4/2014,
0,,,,4/2014,
-0.3,,,,4/2014,
0.2,,,,4/2014,
3.3,,,,5/2014,
5.5,,,,5/2014,
6.7,,,,5/2014,
10.9,,,,5/2014,
14.5,,,,5/2014,
15.4,,,,6/2014,
15.6,,,,6/2014,
16.1,,,,6/2014,
17.1,,,,6/2014,
16.2,,,,7/2014,
16.8,,,,7/2014,
17.1,,,,7/2014,
21.4,,,,7/2014,
18.2,,,,7/2014,
18.5,,,,8/2014,
17.8,,,,8/2014,
18.1,,,,8/2014,
16.2,,,,8/2014,
17.5,,,,9/2014,
14,,,,9/2014,
11.8,,,,9/2014,
13.4,,,,9/2014,
12.3,,,,10/2014,
7.8,,,,10/2014,
6.6,,,,10/2014,
6.8,,,,10/2014,
6.3,,,,10/2014,
3.6,,,,11/2014,
1.9,,,,11/2014,
1.1,,,,11/2014,
-0.4,,,,11/2014,
-0.7,,,,12/2014,
-0.7,,,,12/2014,
-0.9,,,,12/2014,
-0.5,,,,12/2014,
-1.7,,,,12/2014,
-2.2,,,,1/2015,
-1.8,,,,1/2015,
-1.5,,,,1/2015,
-1,,,,1/2015,
-3.2,,,,2/2015,
-2.6,,,,2/2015,
-4.8,,,,2/2015,
-3.3,,,,2/2015,
-3.2,,,,3/2015,
-0.7,,,,3/2015,
-0.7,,,,3/2015,
-1,,,,3/2015,
-0.2,,,,4/2015,
-0.4,,,,4/2015,
0.9,,,,4/2015,
1,,,,4/2015,
4.7,,,,4/2015,
9,,,,5/2015,
5.9,,,,5/2015,
8.3,,,,5/2015,
12.1,,,,5/2015,
13,,,,6/2015,
13.9,,,,6/2015,
14.1,,,,6/2015,
15.2,,,,6/2015,
16.5,,,,7/2015,
15.7,,,,7/2015,
18.8,,,,7/2015,
17.8,,,,7/2015,
18.8,,,,7/2015,
16.6,,,,8/2015,
17.2,,,,8/2015,
16.3,,,,8/2015,
14.3,,,,8/2015,
18.6,,,,9/2015,
15.9,,,,9/2015,
16.7,,,,9/2015,
13.7,,,,9/2015,
11.1,,,,9/2015,
9.1,,,,10/2015,
9.2,,,,10/2015,
7.7,,,,10/2015,
6.7,,,,10/2015,
7.6,,,,11/2015,
5.4,,,,11/2015,
7.1,,,,11/2015,
0.4,,,,12/2015,
1.1,,,,12/2015,
1.3,,,,12/2015,
0.8,,,,12/2015,
-0.4,,,,12/2015,
0.2,,,,1/2016,
-1,,,,1/2016,
-1,,,,1/2016,
-0.4,,,,1/2016,
-0.3,,,,2/2016,
-0.8,,,,2/2016,
-0.7,,,,2/2016,
-0.6,,,,2/2016,
-0.1,,,,3/2016,
-0.2,,,,3/2016,
-0.2,,,,3/2016,
0,,,,3/2016,
0.9,,,,3/2016,
1.8,,,,3/2016,
0.4,,,,4/2016,
1.5,,,,4/2016,
6.3,,,,4/2016,
6.4,,,,4/2016,
7.7,,,,5/2016,
9.5,,,,5/2016,
10.9,,,,5/2016,
14.1,,,,5/2016,
13,,,,6/2016,
12.9,,,,6/2016,
14.5,,,,6/2016,
16,,,,6/2016,
17.1,,,,6/2016,
17.8,,,,7/2016,
18.2,,,,7/2016,
19.3,,,,7/2016,
19.3,,,,7/2016,
19.9,,,,8/2016,
19.2,,,,8/2016,
18.9,,,,8/2016,
17.3,,,,8/2016,
16.3,,,,8/2016,
17.2,,,,9/2016,
13.4,,,,9/2016,
13.7,,,,9/2016,
13.4,,,,9/2016,
13.6,,,,10/2016,
10.1,,,,10/2016,
9.4,,,,10/2016,
6.5,,,,10/2016,
7.5,,,,11/2016,
8,,,,11/2016,
5.3,,,,11/2016,
2.3,,,,11/2016,
1.9,,,,11/2016,
1.5,,,,12/2016,
-0.2,,,,12/2016,
-0.3,,,,12/2016,
1,,,,12/2016,
0.7,,,,1/2017,
-0.6,,,,1/2017,
0.5,,,,1/2017,
0,,,,1/2017,
-0.1,,,,2/2017,
0.1,,,,2/2017,
0.2,,,,2/2017,
-0.2,,,,3/2017,
-0.6,,,,3/2017,
-0.2,,,,3/2017,
-0.5,,,,3/2017,
-0.2,,,,3/2017,
4.5,,,,4/2017,
5.2,,,,4/2017,
2.7,,,,4/2017,
6.6,,,,5/2017,
9.5,,,,5/2017,
10.6,,,,5/2017,
8.8,,,,5/2017,
12.2,,,,5/2017,
14.9,,,,6/2017,
15.9,,,,6/2017,
14.7,,,,6/2017,
15,,,,6/2017,
19.8,,,,7/2017,
16.9,,,,7/2017,
17.7,,,,7/2017,
17.9,,,,7/2017,
19.1,,,,7/2017,
17.1,,,,8/2017,
17,,,,8/2017,
15.3,,,,8/2017,
17.2,,,,8/2017,
14,,,,9/2017,
15.3,,,,9/2017,
15.6,,,,9/2017,
13.4,,,,9/2017,
12.5,,,,10/2017,
7.7,,,,10/2017,
8.9,,,,10/2017,
7.5,,,,10/2017,
3.9,,,,11/2017,
2.4,,,,11/2017,
2.4,,,,11/2017,
-0.2,,,,11/2017,
0,,,,11/2017,
-0.2,,,,12/2017,
-0.9,,,,12/2017,
-1.4,,,,12/2017,
-1.9,,,,12/2017,
-0.6,,,,1/2018,
-1.2,,,,1/2018,
-1.8,,,,1/2018,
-1.4,,,,1/2018,
-2,,,,1/2018,
-2.7,,,,2/2018,
-2.9,,,,2/2018,
-2,,,,2/2018,
-1,,,,3/2018,
-1.3,,,,3/2018,
-0.9,,,,3/2018,
-0.7,,,,3/2018,
-1.1,,,,3/2018,
-1,,,,4/2018,
-1.1,,,,4/2018,
-0.3,,,,4/2018,
-0.1,,,,4/2018,
0.4,,,,5/2018,
7.2,,,,5/2018,
12.4,,,,5/2018,
13.3,,,,5/2018,
15.1,,,,6/2018,
15.5,,,,6/2018,
18.4,,,,6/2018,
17.5,,,,6/2018,
17.3,,,,7/2018,
19.1,,,,7/2018,
18.4,,,,7/2018,
19.2,,,,7/2018,
18.1,,,,8/2018,
18.2,,,,8/2018,
19.9,,,,8/2018,
17.7,,,,8/2018,
15.6,,,,8/2018,
16.3,,,,9/2018,
15.6,,,,9/2018,
13.9,,,,9/2018,
14,,,,9/2018,
6.4,,,,10/2018,
4.6,,,,10/2018,
4.1,,,,10/2018,
3.1,,,,11/2018,
1.6,,,,11/2018,
0.9,,,,11/2018,
0.2,,,,11/2018,
0.4,,,,12/2018,
0.4,,,,12/2018,
0,,,,12/2018,
-0.1,,,,12/2018,
0.2,,,,1/2019,
0,,,,1/2019,
0.6,,,,1/2019,
0.2,,,,1/2019,
-0.3,,,,2/2019,
-0.2,,,,2/2019,
-0.7,,,,2/2019,
0,,,,2/2019,
-0.6,,,,3/2019,
-0.3,,,,3/2019,
0,,,,3/2019,
-0.1,,,,3/2019,
0,,,,4/2019,
0.1,,,,4/2019,
-0.3,,,,4/2019,
6.3,,,,4/2019,
3.5,,,,5/2019,
5.5,,,,5/2019,
8.8,,,,5/2019,
9.2,,,,5/2019,
11.1,,,,5/2019,
13.5,,,,6/2019,
13,,,,6/2019,
14.1,,,,6/2019,
15,,,,6/2019,
17.9,,,,7/2019,
19,,,,7/2019,
19.7,,,,7/2019,
18.5,,,,7/2019,
16.4,,,,7/2019,
19.3,,,,8/2019,
17.4,,,,8/2019,
16.8,,,,8/2019,
15.8,,,,8/2019,
14.5,,,,9/2019,
13.3,,,,9/2019,
17.2,,,,9/2019,
14.1,,,,9/2019,
11.8,,,,10/2019,
10.6,,,,10/2019,
7.5,,,,10/2019,
6.5,,,,10/2019,
1.5,,,,10/2019,
-0.6,,,,11/2019,
-1.1,,,,11/2019,
0.3,,,,11/2019,
-0.2,,,,11/2019,
0.2,,,,11/2019,
0.8,,,,12/2019,
0.2,,,,12/2019,
1.3,,,,12/2019,
1.3,,,,12/2019,
-0.6,,,,12/2019,
-0.3,,,,1/2020,
-0.6,,,,1/2020,
-0.2,,,,1/2020,
-0.3,,,,1/2020,
0.4,,,,1/2020,
-0.3,,,,2/2020,
-0.4,,,,2/2020,
-0.6,,,,2/2020,
-0.5,,,,2/2020,
-0.3,,,,3/2020,
NA,,,,3/2020,
NA,,,,3/2020,
-0.2,,,,3/2020,
0,,,,3/2020,
2.4,,,,4/2020,
0.3,,,,4/2020,
3,,,,4/2020,
7.9,,,,4/2020,
9.4,,,,5/2020,
7.6,,,,5/2020,
14.8,,,,5/2020,
15.7,,,,5/2020,
16,,,,6/2020,
17,,,,6/2020,
16.1,,,,6/2020,
18,,,,6/2020,
20.4,,,,6/2020,
19.3,,,,7/2020,
19.7,,,,7/2020,
17.6,,,,7/2020,
19.2,,,,7/2020,
18.9,,,,8/2020,
19.3,,,,8/2020,
20.2,,,,8/2020,
15.6,,,,9/2020,
11.1,,,,9/2020,
12.3,,,,9/2020,
12.1,,,,9/2020,
9.6,,,,10/2020,
9.4,,,,10/2020,
3.9,,,,10/2020,
3.9,,,,10/2020,
3.6,,,,11/2020,
1,,,,11/2020,
0.3,,,,11/2020,
0,,,,11/2020,
NA,,,,12/2020,
0.2,,,,12/2020,
-1.3,,,,12/2020,
0.1,,,,12/2020,
-1.2,,,,12/2020,
-0.2,,,,1/2021,
-0.6,,,,1/2021,
-1.2,,,,1/2021,
-1.4,,,,1/2021,
-0.6,,,,2/2021,
-1.6,,,,2/2021,
-4,,,,2/2021,
-0.9,,,,2/2021,
-2,,,,3/2021,
-0.1,,,,3/2021,
-0.1,,,,3/2021,
-0.3,,,,4/2021,
0.5,,,,4/2021,
2.9,,,,4/2021,
1.5,,,,4/2021,
6.5,,,,4/2021,
8.9,,,,5/2021,
5.5,,,,5/2021,
13.7,,,,5/2021,
13.8,,,,5/2021,
18.9,,,,6/2021,
20.7,,,,6/2021,
16.1,,,,7/1989,
17.1,,,,7/1989,
17.3,,,,8/1989,
16,,,,8/1989,
16,,,,8/1989,
15.3,,,,8/1989,
14.4,,,,9/1989,
12.4,,,,9/1989,
14,,,,9/1989,
10.4,,,,9/1989,
10,,,,10/1989,
8.8,,,,10/1989,
7.1,,,,10/1989,
9.2,,,,10/1989,
6.5,,,,11/1989,
5.1,,,,11/1989,
4,,,,11/1989,
2.7,,,,11/1989,
1.7,,,,11/1989,
1.8,,,,12/1989,
1.7,,,,12/1989,
1.4,,,,12/1989,
0.9,,,,12/1989,
0.3,,,,1/1990,
0.5,,,,1/1990,
0.2,,,,1/1990,
0.1,,,,1/1990,
0,,,,1/1990,
-0.1,,,,2/1990,
0,,,,2/1990,
0,,,,2/1990,
0.2,,,,2/1990,
0.1,,,,3/1990,
0.2,,,,3/1990,
0.3,,,,3/1990,
0.4,,,,3/1990,
0.4,,,,4/1990,
0.3,,,,4/1990,
0.3,,,,4/1990,
0.2,,,,4/1990,
0,,,,5/1990,
0.9,,,,5/1990,
2.6,,,,5/1990,
4,,,,5/1990,
6.2,,,,5/1990,
8.1,,,,6/1990,
10.7,,,,6/1990,
11.1,,,,6/1990,
12.6,,,,6/1990,
14.3,,,,7/1990,
14,,,,7/1990,
14.1,,,,7/1990,
13.9,,,,7/1990,
14,,,,8/1990,
14.2,,,,8/1990,
13.4,,,,8/1990,
14,,,,8/1990,
14.9,,,,8/1990,
14.7,,,,9/1990,
14.1,,,,9/1990,
12,,,,9/1990,
11.1,,,,9/1990,
11.5,,,,10/1990,
8,,,,10/1990,
7.2,,,,10/1990,
5.9,,,,10/1990,
6,,,,10/1990,
4.8,,,,11/1990,
3.3,,,,11/1990,
4.4,,,,11/1990,
2.6,,,,11/1990,
1.6,,,,12/1990,
1.6,,,,12/1990,
1.6,,,,12/1990,
1.7,,,,12/1990,
1,,,,1/1991,
0.8,,,,1/1991,
0.6,,,,1/1991,
0.5,,,,1/1991,
0.3,,,,1/1991,
0.3,,,,2/1991,
0.3,,,,2/1991,
0.4,,,,2/1991,
0.4,,,,2/1991,
0.4,,,,3/1991,
0.4,,,,3/1991,
0.3,,,,3/1991,
0.4,,,,3/1991,
0.3,,,,4/1991,
0.5,,,,4/1991,
0.6,,,,4/1991,
0.5,,,,4/1991,
1.9,,,,5/1991,
2.8,,,,5/1991,
7.8,,,,5/1991,
10.4,,,,5/1991,
10.4,,,,5/1991,
10.9,,,,6/1991,
11.9,,,,6/1991,
